year,month,nino34,soi,phase_soi,phase_nino34,phase_either,phase_both
1957,11,1.09,-11.9,elnino,elnino,elnino,elnino
1957,12,1.18,-3.5,neutral,elnino,elnino,elnino
1958,1,1.54,-16.8,elnino,elnino,elnino,elnino
1958,2,1.4,-6.9,neutral,elnino,elnino,elnino
1958,3,0.99,-1.4,neutral,elnino,elnino,elnino
1958,4,0.31,1.2,neutral,neutral,neutral,neutral
1958,5,0.32,-8.2,elnino,neutral,elnino,elnino
1958,6,0.3,0.2,neutral,neutral,neutral,neutral
1958,7,0.04,2.2,neutral,neutral,neutral,neutral
1958,8,0.24,7.8,lanina,neutral,lanina,lanina
1958,9,-0.31,-3.4,neutral,neutral,neutral,neutral
1958,10,-0.03,-1.9,neutral,neutral,neutral,neutral
1958,11,0.05,-4.7,neutral,neutral,neutral,neutral
1958,12,0.3,-6.5,neutral,neutral,neutral,neutral
1959,1,0.43,-8.7,elnino,neutral,elnino,elnino
1959,2,0.5,-14,elnino,elnino,elnino,elnino
1959,3,0.26,8.4,lanina,neutral,lanina,lanina
1959,4,0.27,3.6,neutral,neutral,neutral,neutral
1959,5,-0.01,2.8,neutral,neutral,neutral,neutral
1959,6,-0.33,-6.3,neutral,neutral,neutral,neutral
1959,7,-0.28,-5,neutral,neutral,neutral,neutral
1959,8,-0.41,-5,neutral,neutral,neutral,neutral
1959,9,-0.53,0.2,neutral,lanina,lanina,lanina
1959,10,0.11,4.2,neutral,neutral,neutral,neutral
1959,11,-0.17,11.1,lanina,neutral,lanina,lanina
1959,12,-0.05,8.2,lanina,neutral,lanina,lanina
1960,1,0.02,0.3,neutral,neutral,neutral,neutral
1960,2,-0.24,-2.2,neutral,neutral,neutral,neutral
1960,3,-0.08,5.6,neutral,neutral,neutral,neutral
1960,4,0.01,7.8,lanina,neutral,lanina,lanina
1960,5,0.05,5.2,neutral,neutral,neutral,neutral
1960,6,-0.2,-2.3,neutral,neutral,neutral,neutral
1960,7,-0.25,4.8,neutral,neutral,neutral,neutral
1960,8,-0,6.6,neutral,neutral,neutral,neutral
1960,9,0.03,6.9,neutral,neutral,neutral,neutral
1960,10,-0.07,-0.7,neutral,neutral,neutral,neutral
1960,11,-0.38,7.2,lanina,neutral,lanina,lanina
1960,12,0.02,6.7,neutral,neutral,neutral,neutral
1961,1,-0.15,-2.5,neutral,neutral,neutral,neutral
1961,2,0.04,6.3,neutral,neutral,neutral,neutral
1961,3,-0.1,-20.9,elnino,neutral,elnino,elnino
1961,4,0.13,9.4,lanina,neutral,lanina,lanina
1961,5,-0.01,1.3,neutral,neutral,neutral,neutral
1961,6,0.1,-3.1,neutral,neutral,neutral,neutral
1961,7,-0.32,2.2,neutral,neutral,neutral,neutral
1961,8,-0.25,0.1,neutral,neutral,neutral,neutral
1961,9,-0.52,0.8,neutral,lanina,lanina,lanina
1961,10,-0.71,-5,neutral,lanina,lanina,lanina
1961,11,-0.19,7.2,lanina,neutral,lanina,lanina
1961,12,-0.29,13.8,lanina,neutral,lanina,lanina
1962,1,-0.25,17,lanina,neutral,lanina,lanina
1962,2,-0.16,5.3,neutral,neutral,neutral,neutral
1962,3,-0.41,-1.4,neutral,neutral,neutral,neutral
1962,4,-0.32,1.2,neutral,neutral,neutral,neutral
1962,5,-0.42,12.3,lanina,neutral,lanina,lanina
1962,6,-0.22,5,neutral,neutral,neutral,neutral
1962,7,-0.3,-0.4,neutral,neutral,neutral,neutral
1962,8,-0.13,4.6,neutral,neutral,neutral,neutral
1962,9,-0.56,5.1,neutral,lanina,lanina,lanina
1962,10,-0.33,10.3,lanina,neutral,lanina,lanina
1962,11,-0.43,5.2,neutral,neutral,neutral,neutral
1962,12,-0.49,0.6,neutral,neutral,neutral,neutral
1963,1,-0.32,9.4,lanina,neutral,lanina,lanina
1963,2,-0.26,3,neutral,neutral,neutral,neutral
1963,3,-0.06,7.3,lanina,neutral,lanina,lanina
1963,4,-0.06,6.1,neutral,neutral,neutral,neutral
1963,5,-0,2.8,neutral,neutral,neutral,neutral
1963,6,0.12,-9.6,elnino,neutral,elnino,elnino
1963,7,0.72,-1,neutral,elnino,elnino,elnino
1963,8,0.9,-2.4,neutral,elnino,elnino,elnino
1963,9,0.65,-5.2,neutral,elnino,elnino,elnino
1963,10,0.84,-12.9,elnino,elnino,elnino,elnino
1963,11,0.75,-9.3,elnino,elnino,elnino,elnino
1963,12,1.05,-11.6,elnino,elnino,elnino,elnino
1964,1,0.76,-4,neutral,elnino,elnino,elnino
1964,2,0.55,-0.3,neutral,elnino,elnino,elnino
1964,3,-0.16,8.4,lanina,neutral,lanina,lanina
1964,4,-0.53,13.5,lanina,lanina,lanina,lanina
1964,5,-0.74,2.8,neutral,lanina,lanina,lanina
1964,6,-0.88,7.4,lanina,lanina,lanina,lanina
1964,7,-0.65,6.8,neutral,lanina,lanina,lanina
1964,8,-0.76,14.3,lanina,lanina,lanina,lanina
1964,9,-0.93,14.1,lanina,lanina,lanina,lanina
1964,10,-1,12.8,lanina,lanina,lanina,lanina
1964,11,-1.1,2.6,neutral,lanina,lanina,lanina
1964,12,-1.07,-3,neutral,lanina,lanina,lanina
1965,1,-0.57,-4,neutral,lanina,lanina,lanina
1965,2,-0.36,1.6,neutral,neutral,neutral,neutral
1965,3,-0.34,2.9,neutral,neutral,neutral,neutral
1965,4,-0.09,-12.9,elnino,neutral,elnino,elnino
1965,5,0.19,-0.3,neutral,neutral,neutral,neutral
1965,6,0.45,-12.8,elnino,neutral,elnino,elnino
1965,7,0.81,-22.6,elnino,elnino,elnino,elnino
1965,8,1.25,-11.4,elnino,elnino,elnino,elnino
1965,9,1.26,-14.2,elnino,elnino,elnino,elnino
1965,10,1.61,-11.1,elnino,elnino,elnino,elnino
1965,11,1.54,-17.9,elnino,elnino,elnino,elnino
1965,12,1.45,1.6,neutral,elnino,elnino,elnino
1966,1,1.13,-12,elnino,elnino,elnino,elnino
1966,2,0.83,-4.1,neutral,elnino,elnino,elnino
1966,3,0.83,-13.9,elnino,elnino,elnino,elnino
1966,4,0.54,-7.1,elnino,elnino,elnino,elnino
1966,5,-0.06,-9,elnino,neutral,elnino,elnino
1966,6,0.14,1,neutral,neutral,neutral,neutral
1966,7,0.23,-1,neutral,neutral,neutral,neutral
1966,8,-0.1,4,neutral,neutral,neutral,neutral
1966,9,-0.05,-2.2,neutral,neutral,neutral,neutral
1966,10,-0.05,-2.5,neutral,neutral,neutral,neutral
1966,11,-0.37,-0.1,neutral,neutral,neutral,neutral
1966,12,-0.26,-4,neutral,neutral,neutral,neutral
1967,1,-0.55,14.6,lanina,lanina,lanina,lanina
1967,2,-0.56,12.9,lanina,lanina,lanina,lanina
1967,3,-0.47,7.8,lanina,neutral,lanina,lanina
1967,4,-0.53,-3,neutral,lanina,lanina,lanina
1967,5,-0.24,-3.5,neutral,neutral,neutral,neutral
1967,6,-0.12,6.6,neutral,neutral,neutral,neutral
1967,7,-0.1,1.6,neutral,neutral,neutral,neutral
1967,8,-0.31,5.9,neutral,neutral,neutral,neutral
1967,9,-0.59,5.1,neutral,lanina,lanina,lanina
1967,10,-0.38,-0.1,neutral,neutral,neutral,neutral
1967,11,-0.34,-4,neutral,neutral,neutral,neutral
1967,12,-0.35,-5.5,neutral,neutral,neutral,neutral
1968,1,-0.6,4.1,neutral,lanina,lanina,lanina
1968,2,-0.74,9.6,lanina,lanina,lanina,lanina
1968,3,-0.76,-3,neutral,lanina,lanina,lanina
1968,4,-0.47,-3,neutral,neutral,neutral,neutral
1968,5,-0.44,14.7,lanina,neutral,lanina,lanina
1968,6,0.19,12.3,lanina,neutral,lanina,lanina
1968,7,0.31,7.4,lanina,neutral,lanina,lanina
1968,8,0.33,0.1,neutral,neutral,neutral,neutral
1968,9,0.05,-2.8,neutral,neutral,neutral,neutral
1968,10,0.32,-1.9,neutral,neutral,neutral,neutral
1968,11,0.76,-3.4,neutral,elnino,elnino,elnino
1968,12,0.76,2.1,neutral,elnino,elnino,elnino
1969,1,0.9,-13.5,elnino,elnino,elnino,elnino
1969,2,1.02,-6.9,neutral,elnino,elnino,elnino
1969,3,0.61,1.8,neutral,elnino,elnino,elnino
1969,4,0.33,-8.8,elnino,neutral,elnino,elnino
1969,5,0.39,-6.6,neutral,neutral,neutral,neutral
1969,6,0.26,-0.6,neutral,neutral,neutral,neutral
1969,7,0.1,-6.9,neutral,neutral,neutral,neutral
1969,8,0.52,-4.4,neutral,elnino,elnino,elnino
1969,9,0.47,-10.6,elnino,neutral,elnino,elnino
1969,10,0.66,-11.7,elnino,elnino,elnino,elnino
1969,11,0.75,-0.1,neutral,elnino,elnino,elnino
1969,12,0.68,3.7,neutral,elnino,elnino,elnino
1970,1,0.55,-10.1,elnino,elnino,elnino,elnino
1970,2,0.36,-10.7,elnino,neutral,elnino,elnino
1970,3,0.26,1.8,neutral,neutral,neutral,neutral
1970,4,0.18,-4.6,neutral,neutral,neutral,neutral
1970,5,0.01,2.1,neutral,neutral,neutral,neutral
1970,6,-0.3,9.9,lanina,neutral,lanina,lanina
1970,7,-0.98,-5.6,neutral,lanina,lanina,lanina
1970,8,-0.95,4,neutral,lanina,lanina,lanina
1970,9,-0.78,12.9,lanina,lanina,lanina,lanina
1970,10,-0.65,10.3,lanina,lanina,lanina,lanina
1970,11,-0.85,19.7,lanina,lanina,lanina,lanina
1970,12,-1.11,17.4,lanina,lanina,lanina,lanina
1971,1,-1.47,2.7,neutral,lanina,lanina,lanina
1971,2,-1.28,15.7,lanina,lanina,lanina,lanina
1971,3,-1.29,19.2,lanina,lanina,lanina,lanina
1971,4,-0.97,22.6,lanina,lanina,lanina,lanina
1971,5,-0.82,9.2,lanina,lanina,lanina,lanina
1971,6,-0.78,2.6,neutral,lanina,lanina,lanina
1971,7,-0.64,1.6,neutral,lanina,lanina,lanina
1971,8,-0.65,14.9,lanina,lanina,lanina,lanina
1971,9,-0.75,15.9,lanina,lanina,lanina,lanina
1971,10,-0.78,17.7,lanina,lanina,lanina,lanina
1971,11,-0.85,7.2,lanina,lanina,lanina,lanina
1971,12,-0.89,2.1,neutral,lanina,lanina,lanina
1972,1,-0.58,3.7,neutral,lanina,lanina,lanina
1972,2,-0.22,8.2,lanina,neutral,lanina,lanina
1972,3,-0.25,2.4,neutral,neutral,neutral,neutral
1972,4,0.21,-5.5,neutral,neutral,neutral,neutral
1972,5,0.33,-16.1,elnino,neutral,elnino,elnino
1972,6,0.66,-12,elnino,elnino,elnino,elnino
1972,7,0.83,-18.6,elnino,elnino,elnino,elnino
1972,8,1.3,-8.9,elnino,elnino,elnino,elnino
1972,9,1.19,-14.8,elnino,elnino,elnino,elnino
1972,10,1.77,-11.1,elnino,elnino,elnino,elnino
1972,11,1.87,-3.4,neutral,elnino,elnino,elnino
1972,12,2.19,-12.1,elnino,elnino,elnino,elnino
1973,1,1.6,-3,neutral,elnino,elnino,elnino
1973,2,1.08,-13.5,elnino,elnino,elnino,elnino
1973,3,0.58,0.8,neutral,elnino,elnino,elnino
1973,4,-0.07,-2.1,neutral,neutral,neutral,neutral
1973,5,-0.56,2.8,neutral,lanina,lanina,lanina
1973,6,-0.86,12.3,lanina,lanina,lanina,lanina
1973,7,-1.14,6.1,neutral,lanina,lanina,lanina
1973,8,-1.21,12.3,lanina,lanina,lanina,lanina
1973,9,-1.4,13.5,lanina,lanina,lanina,lanina
1973,10,-1.58,9.7,lanina,lanina,lanina,lanina
1973,11,-2.07,31.6,lanina,lanina,lanina,lanina
1973,12,-2.18,16.9,lanina,lanina,lanina,lanina
1974,1,-2.02,20.8,lanina,lanina,lanina,lanina
1974,2,-1.5,16.2,lanina,lanina,lanina,lanina
1974,3,-1.44,20.3,lanina,lanina,lanina,lanina
1974,4,-1,11.1,lanina,lanina,lanina,lanina
1974,5,-0.79,10.7,lanina,lanina,lanina,lanina
1974,6,-0.7,2.6,neutral,lanina,lanina,lanina
1974,7,-0.65,12,lanina,lanina,lanina,lanina
1974,8,-0.32,6.6,neutral,neutral,neutral,neutral
1974,9,-0.35,12.3,lanina,neutral,lanina,lanina
1974,10,-0.75,8.5,lanina,lanina,lanina,lanina
1974,11,-0.96,-1.4,neutral,lanina,lanina,lanina
1974,12,-0.86,-0.9,neutral,lanina,lanina,lanina
1975,1,-0.37,-4.9,neutral,neutral,neutral,neutral
1975,2,-0.33,5.3,neutral,neutral,neutral,neutral
1975,3,-0.59,11.6,lanina,lanina,lanina,lanina
1975,4,-0.59,14.4,lanina,lanina,lanina,lanina
1975,5,-1,6,neutral,lanina,lanina,lanina
1975,6,-1.25,15.5,lanina,lanina,lanina,lanina
1975,7,-1.24,21.1,lanina,lanina,lanina,lanina
1975,8,-1.16,20.7,lanina,lanina,lanina,lanina
1975,9,-1.44,22.5,lanina,lanina,lanina,lanina
1975,10,-1.47,17.7,lanina,lanina,lanina,lanina
1975,11,-1.46,13.8,lanina,lanina,lanina,lanina
1975,12,-1.64,19.5,lanina,lanina,lanina,lanina
1976,1,-1.8,11.8,lanina,lanina,lanina,lanina
1976,2,-1.05,12.9,lanina,lanina,lanina,lanina
1976,3,-0.68,13.2,lanina,lanina,lanina,lanina
1976,4,-0.42,1.2,neutral,neutral,neutral,neutral
1976,5,-0.49,2.1,neutral,neutral,neutral,neutral
1976,6,0,0.2,neutral,neutral,neutral,neutral
1976,7,0.15,-12.8,elnino,neutral,elnino,elnino
1976,8,0.31,-12.1,elnino,neutral,elnino,elnino
1976,9,0.57,-13,elnino,elnino,elnino,elnino
1976,10,0.86,3,neutral,elnino,elnino,elnino
1976,11,0.88,9.8,lanina,elnino,disagree,disagree
1976,12,0.64,-3,neutral,elnino,elnino,elnino
1977,1,0.84,-4,neutral,elnino,elnino,elnino
1977,2,0.55,7.7,lanina,elnino,disagree,disagree
1977,3,0.4,-9.5,elnino,neutral,elnino,elnino
1977,4,-0.25,-9.6,elnino,neutral,elnino,elnino
1977,5,-0.03,-11.4,elnino,neutral,elnino,elnino
1977,6,0.36,-17.7,elnino,neutral,elnino,elnino
1977,7,0.45,-14.7,elnino,neutral,elnino,elnino
1977,8,0.25,-12.1,elnino,neutral,elnino,elnino
1977,9,0.44,-9.4,elnino,neutral,elnino,elnino
1977,10,0.89,-12.9,elnino,elnino,elnino,elnino
1977,11,1.03,-14.6,elnino,elnino,elnino,elnino
1977,12,1.09,-10.6,elnino,elnino,elnino,elnino
1978,1,0.72,-3,neutral,elnino,elnino,elnino
1978,2,0.51,-24.4,elnino,elnino,elnino,elnino
1978,3,0.06,-5.8,neutral,neutral,neutral,neutral
1978,4,-0.37,-7.9,elnino,neutral,elnino,elnino
1978,5,-0.49,16.3,lanina,neutral,lanina,lanina
1978,6,-0.45,5.8,neutral,neutral,neutral,neutral
1978,7,-0.48,6.1,neutral,neutral,neutral,neutral
1978,8,-0.62,1.4,neutral,lanina,lanina,lanina
1978,9,-0.6,0.8,neutral,lanina,lanina,lanina
1978,10,-0.34,-6.2,neutral,neutral,neutral,neutral
1978,11,-0.15,-2,neutral,neutral,neutral,neutral
1978,12,0.07,-0.9,neutral,neutral,neutral,neutral
1979,1,0.05,-4,neutral,neutral,neutral,neutral
1979,2,0.09,6.7,neutral,neutral,neutral,neutral
1979,3,0.13,-3,neutral,neutral,neutral,neutral
1979,4,0.17,-5.5,neutral,neutral,neutral,neutral
1979,5,-0.09,3.6,neutral,neutral,neutral,neutral
1979,6,0.04,5.8,neutral,neutral,neutral,neutral
1979,7,-0.2,-8.2,elnino,neutral,elnino,elnino
1979,8,0.21,-5,neutral,neutral,neutral,neutral
1979,9,0.48,1.4,neutral,neutral,neutral,neutral
1979,10,0.32,-2.5,neutral,neutral,neutral,neutral
1979,11,0.35,-4.7,neutral,neutral,neutral,neutral
1979,12,0.69,-7.5,elnino,elnino,elnino,elnino
1980,1,0.55,3.2,neutral,elnino,elnino,elnino
1980,2,0.33,1.1,neutral,neutral,neutral,neutral
1980,3,0.09,-8.5,elnino,neutral,elnino,elnino
1980,4,0.2,-12.9,elnino,neutral,elnino,elnino
1980,5,0.13,-3.5,neutral,neutral,neutral,neutral
1980,6,0.37,-4.7,neutral,neutral,neutral,neutral
1980,7,0.02,-1.7,neutral,neutral,neutral,neutral
1980,8,-0.23,1.4,neutral,neutral,neutral,neutral
1980,9,-0.12,-5.2,neutral,neutral,neutral,neutral
1980,10,-0.11,-1.9,neutral,neutral,neutral,neutral
1980,11,0.1,-3.4,neutral,neutral,neutral,neutral
1980,12,0.36,-0.9,neutral,neutral,neutral,neutral
1981,1,-0.45,2.7,neutral,neutral,neutral,neutral
1981,2,-0.45,-3.2,neutral,neutral,neutral,neutral
1981,3,-0.02,-16.6,elnino,neutral,elnino,elnino
1981,4,-0.17,-5.5,neutral,neutral,neutral,neutral
1981,5,-0.11,7.6,lanina,neutral,lanina,lanina
1981,6,-0.15,11.5,lanina,neutral,lanina,lanina
1981,7,-0.43,9.4,lanina,neutral,lanina,lanina
1981,8,-0.18,5.9,neutral,neutral,neutral,neutral
1981,9,-0.07,7.5,lanina,neutral,lanina,lanina
1981,10,-0.03,-5,neutral,neutral,neutral,neutral
1981,11,-0.27,2.6,neutral,neutral,neutral,neutral
1981,12,0.07,4.7,neutral,neutral,neutral,neutral
1982,1,-0.04,9.4,lanina,neutral,lanina,lanina
1982,2,-0.13,0.6,neutral,neutral,neutral,neutral
1982,3,-0.02,2.4,neutral,neutral,neutral,neutral
1982,4,0.24,-3.8,neutral,neutral,neutral,neutral
1982,5,0.65,-8.2,elnino,elnino,elnino,elnino
1982,6,0.92,-20.1,elnino,elnino,elnino,elnino
1982,7,0.64,-19.3,elnino,elnino,elnino,elnino
1982,8,0.93,-23.6,elnino,elnino,elnino,elnino
1982,9,1.39,-21.4,elnino,elnino,elnino,elnino
1982,10,2,-20.2,elnino,elnino,elnino,elnino
1982,11,2.07,-31.1,elnino,elnino,elnino,elnino
1982,12,2.33,-21.3,elnino,elnino,elnino,elnino
1983,1,2.43,-30.6,elnino,elnino,elnino,elnino
1983,2,2.22,-33.3,elnino,elnino,elnino,elnino
1983,3,1.69,-28,elnino,elnino,elnino,elnino
1983,4,1.12,-17,elnino,elnino,elnino,elnino
1983,5,1.12,6,neutral,elnino,elnino,elnino
1983,6,0.62,-3.1,neutral,elnino,elnino,elnino
1983,7,-0.11,-7.6,elnino,neutral,elnino,elnino
1983,8,-0.13,0.1,neutral,neutral,neutral,neutral
1983,9,-0.5,9.9,lanina,lanina,lanina,lanina
1983,10,-1.03,4.2,neutral,lanina,lanina,lanina
1983,11,-1.13,-0.7,neutral,lanina,lanina,lanina
1983,12,-0.95,0.1,neutral,lanina,lanina,lanina
1984,1,-0.8,1.3,neutral,lanina,lanina,lanina
1984,2,-0.53,5.8,neutral,lanina,lanina,lanina
1984,3,-0.48,-5.8,neutral,neutral,neutral,neutral
1984,4,-0.6,2,neutral,lanina,lanina,lanina
1984,5,-0.64,-0.3,neutral,lanina,lanina,lanina
1984,6,-0.9,-8.7,elnino,lanina,disagree,disagree
1984,7,-0.4,2.2,neutral,neutral,neutral,neutral
1984,8,-0.4,2.7,neutral,neutral,neutral,neutral
1984,9,-0.35,2,neutral,neutral,neutral,neutral
1984,10,-0.83,-5,neutral,lanina,lanina,lanina
1984,11,-1.18,3.9,neutral,lanina,lanina,lanina
1984,12,-1.53,-1.4,neutral,lanina,lanina,lanina
1985,1,-0.89,-3.5,neutral,lanina,lanina,lanina
1985,2,-0.91,6.7,neutral,lanina,lanina,lanina
1985,3,-0.96,-2,neutral,lanina,lanina,lanina
1985,4,-0.98,14.4,lanina,lanina,lanina,lanina
1985,5,-0.9,2.8,neutral,lanina,lanina,lanina
1985,6,-0.76,-9.6,elnino,lanina,disagree,disagree
1985,7,-0.61,-2.3,neutral,lanina,lanina,lanina
1985,8,-0.49,8.5,lanina,neutral,lanina,lanina
1985,9,-0.57,0.2,neutral,lanina,lanina,lanina
1985,10,-0.64,-5.6,neutral,lanina,lanina,lanina
1985,11,-0.43,-1.4,neutral,neutral,neutral,neutral
1985,12,-0.4,2.1,neutral,neutral,neutral,neutral
1986,1,-0.79,8,lanina,lanina,lanina,lanina
1986,2,-0.64,-10.7,elnino,lanina,disagree,disagree
1986,3,-0.51,0.8,neutral,lanina,lanina,lanina
1986,4,-0.41,1.2,neutral,neutral,neutral,neutral
1986,5,-0.47,-6.6,neutral,neutral,neutral,neutral
1986,6,-0.08,10.7,lanina,neutral,lanina,lanina
1986,7,0.16,2.2,neutral,neutral,neutral,neutral
1986,8,0.24,-7.6,elnino,neutral,elnino,elnino
1986,9,0.59,-5.2,neutral,elnino,elnino,elnino
1986,10,0.9,6.1,neutral,elnino,elnino,elnino
1986,11,1.04,-13.9,elnino,elnino,elnino,elnino
1986,12,0.98,-13.6,elnino,elnino,elnino,elnino
1987,1,1.19,-6.3,neutral,elnino,elnino,elnino
1987,2,1.17,-12.6,elnino,elnino,elnino,elnino
1987,3,1.24,-16.6,elnino,elnino,elnino,elnino
1987,4,0.89,-24.4,elnino,elnino,elnino,elnino
1987,5,0.91,-21.6,elnino,elnino,elnino,elnino
1987,6,1.24,-20.1,elnino,elnino,elnino,elnino
1987,7,1.34,-18.6,elnino,elnino,elnino,elnino
1987,8,1.48,-14,elnino,elnino,elnino,elnino
1987,9,1.53,-11.2,elnino,elnino,elnino,elnino
1987,10,1.36,-5.6,neutral,elnino,elnino,elnino
1987,11,1.29,-1.4,neutral,elnino,elnino,elnino
1987,12,1.05,-4.5,neutral,elnino,elnino,elnino
1988,1,0.69,-1.1,neutral,elnino,elnino,elnino
1988,2,0.35,-5,neutral,neutral,neutral,neutral
1988,3,0.29,2.4,neutral,neutral,neutral,neutral
1988,4,-0.49,-1.3,neutral,neutral,neutral,neutral
1988,5,-1.05,10,lanina,lanina,lanina,lanina
1988,6,-1.46,-3.9,neutral,lanina,lanina,lanina
1988,7,-1.54,11.3,lanina,lanina,lanina,lanina
1988,8,-1.44,14.9,lanina,lanina,lanina,lanina
1988,9,-1.33,20.1,lanina,lanina,lanina,lanina
1988,10,-2.09,14.6,lanina,lanina,lanina,lanina
1988,11,-2.18,21,lanina,lanina,lanina,lanina
1988,12,-1.98,10.8,lanina,lanina,lanina,lanina
1989,1,-1.95,13.2,lanina,lanina,lanina,lanina
1989,2,-1.37,9.1,lanina,lanina,lanina,lanina
1989,3,-1.33,6.7,neutral,lanina,lanina,lanina
1989,4,-1.11,21,lanina,lanina,lanina,lanina
1989,5,-0.8,14.7,lanina,lanina,lanina,lanina
1989,6,-0.64,7.4,lanina,lanina,lanina,lanina
1989,7,-0.47,9.4,lanina,neutral,lanina,lanina
1989,8,-0.58,-6.3,neutral,lanina,lanina,lanina
1989,9,-0.38,5.7,neutral,neutral,neutral,neutral
1989,10,-0.4,7.3,lanina,neutral,lanina,lanina
1989,11,-0.3,-2,neutral,neutral,neutral,neutral
1989,12,-0.13,-5,neutral,neutral,neutral,neutral
1990,1,0.02,-1.1,neutral,neutral,neutral,neutral
1990,2,0.36,-17.3,elnino,neutral,elnino,elnino
1990,3,0.2,-8.5,elnino,neutral,elnino,elnino
1990,4,0.26,-0.5,neutral,neutral,neutral,neutral
1990,5,0.32,13.1,lanina,neutral,lanina,lanina
1990,6,0,1,neutral,neutral,neutral,neutral
1990,7,0.15,5.5,neutral,neutral,neutral,neutral
1990,8,0.17,-5,neutral,neutral,neutral,neutral
1990,9,0.12,-7.6,elnino,neutral,elnino,elnino
1990,10,0.13,1.8,neutral,neutral,neutral,neutral
1990,11,0.08,-5.3,neutral,neutral,neutral,neutral
1990,12,0.32,-2.4,neutral,neutral,neutral,neutral
1991,1,0.51,5.1,neutral,elnino,elnino,elnino
1991,2,0.32,0.6,neutral,neutral,neutral,neutral
1991,3,0.1,-10.6,elnino,neutral,elnino,elnino
1991,4,0.21,-12.9,elnino,neutral,elnino,elnino
1991,5,0.44,-19.3,elnino,neutral,elnino,elnino
1991,6,0.65,-5.5,neutral,elnino,elnino,elnino
1991,7,0.62,-1.7,neutral,elnino,elnino,elnino
1991,8,0.43,-7.6,elnino,neutral,elnino,elnino
1991,9,0.22,-16.6,elnino,neutral,elnino,elnino
1991,10,0.91,-12.9,elnino,elnino,elnino,elnino
1991,11,1.14,-7.3,elnino,elnino,elnino,elnino
1991,12,1.62,-16.7,elnino,elnino,elnino,elnino
1992,1,1.61,-25.4,elnino,elnino,elnino,elnino
1992,2,1.62,-9.3,elnino,elnino,elnino,elnino
1992,3,1.5,-24.2,elnino,elnino,elnino,elnino
1992,4,1.41,-18.7,elnino,elnino,elnino,elnino
1992,5,1.27,0.5,neutral,elnino,elnino,elnino
1992,6,0.53,-12.8,elnino,elnino,elnino,elnino
1992,7,0.27,-6.9,neutral,neutral,neutral,neutral
1992,8,-0.15,1.4,neutral,neutral,neutral,neutral
1992,9,-0.14,0.8,neutral,neutral,neutral,neutral
1992,10,-0.35,-17.2,elnino,neutral,elnino,elnino
1992,11,-0.14,-7.3,elnino,neutral,elnino,elnino
1992,12,0.04,-5.5,neutral,neutral,neutral,neutral
1993,1,0.28,-8.2,elnino,neutral,elnino,elnino
1993,2,0.42,-7.9,elnino,neutral,elnino,elnino
1993,3,0.47,-8.5,elnino,neutral,elnino,elnino
1993,4,0.92,-21.1,elnino,elnino,elnino,elnino
1993,5,0.93,-8.2,elnino,elnino,elnino,elnino
1993,6,0.64,-16,elnino,elnino,elnino,elnino
1993,7,0.33,-10.8,elnino,neutral,elnino,elnino
1993,8,0.16,-14,elnino,neutral,elnino,elnino
1993,9,0.26,-7.6,elnino,neutral,elnino,elnino
1993,10,0.36,-13.5,elnino,neutral,elnino,elnino
1993,11,0.28,0.6,neutral,neutral,neutral,neutral
1993,12,0.19,1.6,neutral,neutral,neutral,neutral
1994,1,0.03,-1.6,neutral,neutral,neutral,neutral
1994,2,-0.16,0.6,neutral,neutral,neutral,neutral
1994,3,-0.06,-10.6,elnino,neutral,elnino,elnino
1994,4,0.03,-22.8,elnino,neutral,elnino,elnino
1994,5,0.14,-13,elnino,neutral,elnino,elnino
1994,6,0.27,-10.4,elnino,neutral,elnino,elnino
1994,7,0.16,-18,elnino,neutral,elnino,elnino
1994,8,0.52,-17.2,elnino,elnino,elnino,elnino
1994,9,0.4,-17.2,elnino,neutral,elnino,elnino
1994,10,0.9,-14.1,elnino,elnino,elnino,elnino
1994,11,1.14,-7.3,elnino,elnino,elnino,elnino
1994,12,1.21,-11.6,elnino,elnino,elnino,elnino
1995,1,1.1,-4,neutral,elnino,elnino,elnino
1995,2,0.87,-2.7,neutral,elnino,elnino,elnino
1995,3,0.49,3.5,neutral,neutral,neutral,neutral
1995,4,0.27,-16.2,elnino,neutral,elnino,elnino
1995,5,0.03,-9,elnino,neutral,elnino,elnino
1995,6,0.08,-1.5,neutral,neutral,neutral,neutral
1995,7,0.03,4.2,neutral,neutral,neutral,neutral
1995,8,-0.38,0.8,neutral,neutral,neutral,neutral
1995,9,-0.57,3.2,neutral,lanina,lanina,lanina
1995,10,-0.72,-1.3,neutral,lanina,lanina,lanina
1995,11,-0.78,1.3,neutral,lanina,lanina,lanina
1995,12,-0.72,-5.5,neutral,lanina,lanina,lanina
1996,1,-0.65,8.4,lanina,lanina,lanina,lanina
1996,2,-0.66,1.1,neutral,lanina,lanina,lanina
1996,3,-0.48,6.2,neutral,neutral,neutral,neutral
1996,4,-0.34,7.8,lanina,neutral,lanina,lanina
1996,5,-0.4,1.3,neutral,neutral,neutral,neutral
1996,6,-0.12,13.9,lanina,neutral,lanina,lanina
1996,7,-0.14,6.8,neutral,neutral,neutral,neutral
1996,8,-0.3,4.6,neutral,neutral,neutral,neutral
1996,9,-0.34,6.9,neutral,neutral,neutral,neutral
1996,10,-0.28,4.2,neutral,neutral,neutral,neutral
1996,11,-0.3,-0.1,neutral,neutral,neutral,neutral
